id,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-180716,2,2020-09-23T12:20:30Z,2020-09-24T01:14:30Z,38.798678,-76.060031,38.808373,-76.059968,0.67,Stationary traffic on US-50 from Chapel Rd (Ocean Gtwy/US-50) to MD-404/Queen Anne Hwy (Ocean Gtwy/US-50) due to accident.,9089,Ocean Gtwy,R,Easton,Talbot,MD,21601-7195,US,US/Eastern,KESN,2020-09-23 12:45,75,75,44,29.95,10,W,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1378270,2,2020-05-15T21:47:00Z,2020-05-15T22:22:41Z,34.235344,-118.440399,34.235344,-118.440399,0,At Van Nuys Blvd - Accident.,14196,Nordhoff St,L,Arleta,Los Angeles,CA,91331-6019,US,US/Pacific,KWHP,2020-05-15 19:50,72,72,46,28.82,10,SE,6,NA,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-1312970,3,2020-01-10T09:24:35Z,2020-01-10T10:24:20Z,37.701736,-121.890266,NA,NA,0,Right hand shoulder blocked due to accident on I-580 Westbound at Exit 46 Hacienda Dr.,NA,I-580 W,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,2020-01-10 9:19,38,38,100,29.9,8,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2600702,2,2020-10-01T12:55:30Z,2020-10-01T19:55:00Z,25.914663,-80.325097,25.890333,-80.324152,1.682,Slow traffic on FL-826 from 67th Ave/Ludlam Rd (FL-826) to W 68th St/Gratigny Dr (FL-826) due to accident.,NA,Palmetto Expy S,R,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2020-10-01 12:53,88,88,65,29.94,10,SE,14,0,Thunder in the Vicinity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2521846,3,2019-02-28T17:47:32Z,2019-02-28T18:32:07Z,41.306763,-112.025856,41.306763,-112.025856,0,Center lane blocked due to accident on I-15 Northbound at Exit 349 UT-134 2700.,NA,I-15 N,R,Ogden,Weber,UT,84404,US,US/Mountain,KOGD,2019-02-28 17:53,48,NA,56,29.83,10,North,10.4,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-772444,3,2017-11-07T05:57:07Z,2017-11-07T06:26:43Z,43.094669,-76.05381,43.094669,-76.05381,0,Accident on I-90 Westbound around Exit 34A I-481.,NA,Deputy Sheriff Glenn Searles Memorial Bridge,R,East Syracuse,Onondaga,NY,13057,US,US/Eastern,KSYR,2017-11-07 5:54,37,30.4,65,30.27,10,WNW,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1075617,2,2020-05-21T18:30:25Z,2020-05-21T19:00:25Z,27.51777,-82.56306,27.53975,-82.56381,1.519,Between Hernando Desoto Brg and US-41-br/SR-45 - Accident.,794,US Highway 41 N,R,Palmetto,Manatee,FL,34221,US,US/Eastern,KSRQ,2020-05-21 18:53,84,84,72,29.95,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-664010,2,2020-01-15T18:13:37Z,2020-01-15T19:13:26Z,30.1737,-97.823792,30.1737,-97.823792,0,Accident on FM-2304 Manchaca Rd at Slaughter Ln.,2000,W Slaughter Ln,R,Austin,Travis,TX,78748,US,US/Central,KAUS,2020-01-15 17:53,76,76,71,29.48,10,ESE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-541067,2,2020-12-10T01:09:21Z,2020-12-10T03:10:12Z,45.06949,-93.292261,45.06947,-93.285951,0.308,Accident on MN-100 (I-694) from MN-252/Exit 35 (I-694) to I-694 E.,NA,I-694 E,R,Minneapolis,Hennepin,MN,55430,US,US/Central,KMIC,2020-12-10 0:53,29,29,85,28.98,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-763371,2,2018-02-20T04:57:31Z,2018-02-20T05:43:00Z,40.164757,-75.124733,40.164757,-75.124733,0,Restrictions due to accident on PA-611 Easton Rd Southbound at Home Depot Dr.,NA,Easton Rd,R,Willow Grove,Montgomery,PA,19090,US,US/Eastern,KPNE,2018-02-20 4:54,52,NA,97,30.33,0.5,WSW,8.1,NA,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2110612,2,2020-09-18T14:17:00Z,2020-09-18T23:10:20Z,25.702429,-80.333142,25.701774,-80.334179,0.079,Stationary traffic on County Hwy-913 - FL-986 - FL-973 from SW 86th Ave to SW 74th St due to accident.,8599,Sunset Dr,L,Miami,Miami-Dade,FL,33143-3731,US,US/Eastern,KMIA,2020-09-18 13:53,90,90,63,29.88,10,SE,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-256908,2,2020-12-14T05:24:00Z,2020-12-14T08:16:16Z,37.861088,-122.209282,37.86373,-122.208368,0.189,Incident on FISH RANCH RD near OLD TUNNEL RD Drive with caution.,NA,Fish Ranch Rd,R,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2020-12-14 5:53,41,38,89,30.2,10,ESE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-369001,2,2018-04-04T11:01:51Z,2018-04-04T11:31:35Z,35.096546,-80.859543,35.096546,-80.859543,0,Accident on Park Rd at Birnen Dr.,9900,Johnston Rd,R,Charlotte,Mecklenburg,NC,28210,US,US/Eastern,KCLT,2018-04-04 10:52,70,NA,63,29.76,10,WSW,10.4,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2667406,2,2020-10-22T22:19:37Z,2020-10-22T23:55:37Z,37.21748,-93.298546,37.218942,-93.298486,0.101,Incident on GRANT AVE NB near NICHOLS ST Drive with caution.,902,N Grant Ave,R,Springfield,Greene,MO,65802-3945,US,US/Central,KSGF,2020-10-22 21:52,72,72,68,28.55,10,SSE,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1076823,2,2020-12-04T03:52:40Z,2020-12-04T05:59:17Z,32.9258,-96.811383,32.92524,-96.803293,0.471,Incident on I-635 EB near MONTFORT DR Drive with caution.,NA,I-635 E,R,Dallas,Dallas,TX,75240,US,US/Central,KADS,2020-12-04 3:35,35,35,85,29.57,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1778990,2,2020-06-19T10:49:00Z,2020-06-19T11:42:43Z,38.707346,-122.04847,38.707346,-122.04847,0,At County Road 85B - Accident.,15999,County Road 85,R,Esparto,Yolo,CA,95627,US,US/Pacific,KEDU,2020-06-19 10:40,82,82,32,29.79,10,S,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2279358,2,2020-12-02T14:15:30Z,2020-12-03T01:07:07Z,25.684783,-80.43155,25.68584,-80.429948,0.124,Slow traffic on FL-94 from SW 149th Ave to SW 86th St due to accident.,14800,SW 88th St,R,Miami,Miami-Dade,FL,33196-1482,US,US/Eastern,KTMB,2020-12-02 13:53,74,74,55,30.16,10,NE,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-790515,4,2020-06-05T05:25:52Z,2020-06-05T05:55:52Z,40.76087,-73.75463,40.78872,-73.77879,2.302,Between I-495/Long Island Expy/Exit 30 and 212th St/Exit 32 - Accident. Right lane blocked.,NA,Cross Island Pkwy S,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2020-06-05 5:51,74,74,73,29.82,10,W,9,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2017286,3,2018-12-03T07:58:40Z,2018-12-03T08:28:17Z,42.340363,-71.261955,42.340363,-71.261955,0,Right lane blocked due to accident on I-90 Westbound at 128.,NA,MA-128 N,R,Weston,Middlesex,MA,2493,US,US/Eastern,KBED,2018-12-03 7:56,48,NA,89,29.55,3,SW,5.8,NA,Mist,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2396896,2,2019-12-16T00:50:00Z,2019-12-16T02:23:42Z,35.665833,-119.690278,35.665833,-119.690278,0,At CA-46 - Accident.,NA,I-5 S,R,Lost Hills,Kern,CA,93249,US,US/Pacific,KBFL,2019-12-16 0:54,45,42,80,29.75,10,WNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1772924,2,2017-08-18T15:37:35Z,2017-08-18T16:21:13Z,34.492104,-118.28344,34.492104,-118.28344,0,#3 lane blocked due to accident on CA-14 Northbound after Exit 19 Escondido Canyon Rd. SigAlert issued.,NA,CA-14 N,R,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2017-08-18 15:53,96.1,NA,21,29.87,10,WSW,17.3,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1842118,3,2017-02-15T14:10:25Z,2017-02-15T14:55:10Z,40.691647,-73.999306,NA,NA,0.01,Left and center lane blocked due to accident on I-278 Queens Midtown Expy Eastbound around Exit 27 Columbia St.,NA,Brooklyn Queens Expy,R,Brooklyn,Kings,NY,11201,US,US/Eastern,KJRB,2017-02-15 13:56,46,43.9,63,29.36,10,Variable,4.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1787096,2,2017-01-25T14:49:59Z,2017-01-25T15:34:28Z,33.82354,-117.003578,NA,NA,0.01,Accident on Sanderson Ave Northbound before Ramona Expy.,NA,N Sanderson Ave,R,San Jacinto,Riverside,CA,92582,US,US/Pacific,KBUO,2017-01-25 14:58,54,54,39,28.57,10,W,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1427188,3,2018-12-04T16:20:24Z,2018-12-04T16:49:47Z,34.233991,-117.184042,34.235053,-117.189051,0.295,At CA-173 - Accident. Lane blocked.,28501,State Highway 18,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2018-12-04 15:50,66.2,NA,14,29.97,7,South,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-327309,2,2019-06-26T11:10:44Z,2019-06-26T12:28:59Z,30.234053,-97.868896,30.234053,-97.868896,0,Accident on US-290 Eastbound at Old Bee Caves Rd.,6771,W Highway 290,L,Austin,Travis,TX,78735-8403,US,US/Central,KATT,2019-06-26 10:51,80,80,79,29.42,10,SE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2690168,2,2020-03-05T14:51:00Z,2020-03-05T15:44:33Z,37.386873,-122.265028,37.386873,-122.265028,0,At CA-84/La Honda Rd - Accident.,17301,Skyline Blvd,L,Redwood City,San Mateo,CA,94062-5708,US,US/Pacific,KSQL,2020-03-05 13:55,61,61,72,30.1,9,N,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2119441,2,2019-01-23T06:23:46Z,2019-01-23T07:02:00Z,43.160522,-77.753807,43.160522,-77.753807,0,Accident on NY-531 NY-531 at CR-208 Manitou Rd.,2570,Manitou Rd,L,Rochester,Monroe,NY,14624-1110,US,US/Eastern,KROC,2019-01-23 5:54,33.1,26.1,56,30.08,10,SSW,8.1,NA,Light Freezing Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-707635,2,2020-04-14T08:33:44Z,2020-04-14T10:21:51Z,33.093479,-84.177017,33.093479,-84.177017,0,Three lanes blocked due to accident on US-41 both ways at Fellowship Dr.,309,Highway 41 N,R,Milner,Lamar,GA,30257,US,US/Eastern,K6A2,2020-04-14 8:35,48,48,93,29.04,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-940759,4,2020-03-24T06:06:53Z,2020-03-24T06:28:57Z,32.70234,-96.93402,32.70894,-96.92942,0.529,Closed at TX-303-SPUR/Kiest Blvd - Road closed due to accident.,NA,Spur 408 N,R,Dallas,Dallas,TX,75236,US,US/Central,KRBD,2020-03-24 5:53,69,69,84,29.07,10,SSW,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1060723,3,2020-06-15T06:00:09Z,2020-06-15T06:44:18Z,38.567329,-121.509697,NA,NA,1.889999986,Exit ramp from I-5 Northbound at Exits 518 519A 519B to Us-50 Westbound lane blocked due to accident.,NA,CA-16 E,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2020-06-15 5:53,62,62,75,29.92,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-795086,2,2020-12-10T19:59:06Z,2020-12-10T23:42:34Z,36.152393,-86.836314,36.152369,-86.837045,0.041,Incident on CHARLOTTE AVE near 42ND AVE Expect long delays.,4106,Charlotte Ave,R,Nashville,Davidson,TN,37209-3706,US,US/Central,KBNA,2020-12-10 19:53,54,54,51,29.42,10,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-88192,3,2018-01-22T15:52:12Z,2018-01-22T16:21:27Z,37.891129,-122.060913,NA,NA,0,#3 lane blocked due to accident on I-680 Northbound before Olympic Blvd.,NA,I-680 N,R,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,2018-01-22 15:53,53.1,NA,83,30.28,7,North,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-32776,2,2018-10-23T14:13:13Z,2018-10-23T14:42:52Z,40.768337,-74.230042,40.768337,-74.230042,0,Accident on Center St Southbound near Parrow St.,126,S Center St,L,Orange,Essex,NJ,07050-3521,US,US/Eastern,KEWR,2018-10-23 13:51,63,NA,45,29.94,10,WSW,10.4,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-780673,3,2019-06-07T18:25:03Z,2019-06-07T20:17:07Z,35.483643,-80.87484,35.483643,-80.87484,0,Accident on I-77 Southbound at Exit 28 Catawba Ave.,NA,W Catawba Ave,R,Cornelius,Mecklenburg,NC,28031,US,US/Eastern,KJQF,2019-06-07 18:50,72,72,100,29.09,3,E,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1189087,3,2016-12-12T16:53:06Z,2016-12-12T22:53:06Z,39.38322,-76.44415,39.389044,-76.438134,0.515,Between MD-43/White Marsh Blvd/Exit 67 and I-95 (North) - Accident.,NA,I-95 N,R,Perry Hall,Baltimore County,MD,21128,US,US/Eastern,KMTN,2016-12-12 16:45,51.8,NA,67,29.92,10,WNW,15,NA,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-761149,3,2018-07-10T07:29:46Z,2018-07-10T08:14:16Z,41.464504,-81.988876,41.464504,-81.988876,0,Delays due to accident on I-90 Eastbound at Exit 155 Nagel Rd.,NA,OH-2 E,R,Avon,Lorain,OH,44011,US,US/Eastern,KCLE,2018-07-10 7:51,73,NA,76,30.07,10,SW,5.8,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1233369,2,2020-08-02T22:00:03Z,2020-08-02T23:48:43Z,41.725437,-72.669243,41.725437,-72.669243,0,Left lane blocked due to accident on CT-15 Southbound around Exit 85 CT-99 Silas Deane Hwy.,NA,CT-15 S,R,Wethersfield,Hartford,CT,6109,US,US/Eastern,KHFD,2020-08-02 21:53,81,81,82,29.84,10,S,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1324901,2,2019-01-07T07:46:32Z,2019-01-07T11:46:32Z,45.369248,-122.134663,45.36978,-122.133036,0.087,At OR-211/Meinig Ave - Accident.,50903,E Terra Fern Dr,R,Sandy,Clackamas,OR,97055,US,US/Pacific,KTTD,2019-01-07 7:53,37.9,35.5,86,30.08,10,SW,3.5,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1817506,2,2018-05-24T07:43:19Z,2018-05-24T08:12:58Z,39.536884,-76.647438,39.536884,-76.647438,0,Accident on Sparks Rd at MD-45 York Rd.,14982,York Rd,L,Sparks Glencoe,Baltimore County,MD,21152-9319,US,US/Eastern,KDMW,2018-05-24 7:35,64.4,NA,68,30.19,10,North,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1590665,3,2019-04-06T11:40:52Z,2019-04-06T14:12:09Z,42.862061,-73.775368,NA,NA,0.270000011,Exit ramp from I-87 Southbound at Exits 9 9E 9W to Clifton Park Blvd Eastbound shoulder blocked due to accident.,NA,Adirondack Northway S,R,Clifton Park,Saratoga,NY,12065,US,US/Eastern,KSCH,2019-04-06 11:45,45,45,81,29.79,7,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1966205,3,2017-01-20T08:08:52Z,2017-01-20T08:53:30Z,37.777027,-121.975304,NA,NA,0.01,Accident on I-680 Southbound before Exit 36 Crow Canyon Rd.,NA,I-680 S,R,San Ramon,Contra Costa,CA,94583,US,US/Pacific,KLVK,2017-01-20 7:53,46,43.1,89,29.35,7,South,5.8,0.08,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-182238,2,2020-12-30T22:58:57Z,2020-12-31T01:17:50Z,42.951017,-78.606676,42.950076,-78.613129,0.333,Crash on I-90 - NYS Thruway eastbound at Before Exit 49 (I-90) - Depew (Rte 78) starting 2:58 PM 12/30/2020 [CARS CAD-203650225],NA,I-90 W,R,Lancaster,Erie,NY,14086,US,US/Eastern,KBUF,2020-12-30 22:54,38,27,86,29.03,10,SW,23,0.07,Light Rain / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-529359,2,2020-10-29T19:00:53Z,2020-10-29T20:00:32Z,44.080742,-93.248199,NA,NA,1.879999995,Accident on exit ramp from I-35 Northbound at Exit 41 to W Bridge St Eastbound.,NA,I-35 N,R,Owatonna,Steele,MN,55060,US,US/Central,KOWA,2020-10-29 18:53,30,30,75,28.86,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2033379,2,2020-12-11T13:17:00Z,2020-12-12T02:19:30Z,33.91685,-117.287415,33.928998,-117.288624,0.842,Slow traffic on I-215 N - Escondido Fwy N from Cactus Ave (I-215) to Eastridge Ave/Eucalyptus Ave (I-215) due to accident.,NA,Escondido Fwy N,R,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2020-12-11 12:58,57,57,56,28.45,10,NW,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1257182,3,2019-01-30T07:19:32Z,2019-01-30T07:49:27Z,38.115405,-121.487103,38.11539,-121.485492,0.088,At CA-12 - Accident. Roadway reduced to 1 lane.,13991,W Highway 12,R,Lodi,San Joaquin,CA,95242-9558,US,US/Pacific,KSCK,2019-01-30 7:33,48.9,NA,93,29.96,0.8,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1405064,2,2019-07-05T09:38:40Z,2019-07-05T13:38:40Z,42.21188,-117.77131,42.15265,-117.75454,4.182,At Cleto Rd - Accident.,NA,Highway 95 S,R,Jordan Valley,Malheur,OR,97910,US,US/Mountain,KMAN,2019-07-05 9:35,72,NA,41,27.44,10,nan,NA,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1311092,3,2018-03-22T19:36:08Z,2018-03-22T20:05:47Z,36.68594,-120.658218,36.68594,-120.658218,0,Accident on I-5 Southbound at Exit 372 Russell Ave.,NA,S Russell Ave,R,Mendota,Fresno,CA,93640,US,US/Pacific,KMAE,2018-03-22 19:53,55.9,NA,75,29.99,10,NW,18.4,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-891966,2,2017-02-17T10:09:06Z,2017-02-17T16:09:06Z,30.42597,-97.71594,30.425384,-97.714679,0.085,At Silver Creek Dr - Accident.,4088,W Parmer Ln,L,Austin,Travis,TX,78727,US,US/Central,KATT,2017-02-17 9:51,60.1,NA,69,29.94,10,Variable,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2181172,4,2020-04-22T00:37:22Z,2020-04-22T01:07:06Z,34.27422,-83.86331,34.27568,-83.86705,0.236,Closed at Cherrywood Dr - Road closed due to accident.,2507,Browns Bridge Rd,R,Gainesville,Hall,GA,30504-5629,US,US/Eastern,KGVL,2020-04-22 0:53,55,55,49,28.65,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-15478,2,2016-05-02T17:36:14Z,2016-05-02T23:36:14Z,40.73824,-73.80175,40.73993,-73.78985,0.634,At Utopia Pky/Exit 25 - Accident.,NA,Long Island Expy E,R,Fresh Meadows,Queens,NY,11365,US,US/Eastern,KLGA,2016-05-02 17:48,60.8,NA,68,29.9,10,West,5.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1314204,2,2020-10-20T08:16:00Z,2020-10-20T11:00:00Z,31.271752,-81.491514,31.249025,-81.4993,1.636,Incident on I-95 SB near GA-25 Road closed. Take alternate route.,NA,Interstate 95,R,Brunswick,Glynn,GA,31525,US,US/Eastern,KBQK,2020-10-20 8:15,69,69,96,30.09,10,NNE,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1227288,2,2020-11-14T03:03:30Z,2020-11-14T04:24:30Z,40.463386,-120.926223,40.443426,-120.871553,3.188,Stationary traffic on CA-44 from Bridge Creek Springs Rd/McCoy Rd/Pittville Rd (Feather Lake Hwy/CA-44) to CA-36 (Feather Lake Hwy/CA-44) due to accident.,NA,Bridge Creek Springs Rd,R,McArthur,Lassen,CA,96056,US,US/Pacific,KAAT,2020-11-14 2:55,28,28,88,25.69,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2395883,2,2017-10-10T17:47:02Z,2017-10-10T18:31:49Z,33.828655,-84.387436,33.828655,-84.387436,0,Accident on Wesley Rd at US-19 Peachtree Rd.,2,W Wesley Rd NW,L,Atlanta,Fulton,GA,30305-3539,US,US/Eastern,KPDK,2017-10-10 17:53,84.9,NA,59,30.01,10,Variable,6.9,NA,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
