Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Mazda,626,2002,premium unleaded (required),165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,21885
Maybach,62,2010,premium unleaded (required),604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,456500
Maybach,62,2010,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,417000
Maybach,62,2010,premium unleaded (required),631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,506500
Maybach,62,2011,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,423500
Maybach,62,2011,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,463000
Maybach,62,2012,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,470350
Maybach,62,2012,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,430450
McLaren,650S Coupe,2015,premium unleaded (required),641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,16,416,265500
McLaren,650S Spider,2015,premium unleaded (required),641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,22,16,416,280225
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,24895
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,22895
Mazda,6,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,23845
Mazda,6,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,21190
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,40,28,586,29895
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,22995
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,24995
Mazda,6,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,21495
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,30195
Mazda,6,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,23945
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,30695
Mazda,6,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,586,21945
Mazda,6,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,586,24195
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,22995
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,25245
BMW,7 Series,2015,premium unleaded (required),535,12,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,20,13,3916,141200
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3916,78000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,91000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,94000
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19,3916,81000
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3916,74000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,87300
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,90300
BMW,7 Series,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,31,23,3916,82500
BMW,7 Series,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,94400
BMW,7 Series,2016,premium unleaded (required),320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3916,81300
BMW,7 Series,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,97400
BMW,7 Series,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,17,3916,94600
BMW,7 Series,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,97600
BMW,7 Series,2017,premium unleaded (required),320,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19,3916,84500
BMW,7 Series,2017,premium unleaded (required),320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3916,81500
Porsche,718 Cayman,2017,premium unleaded (required),300,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,21,1715,53900
Porsche,718 Cayman,2017,premium unleaded (required),350,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,20,1715,66300
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,23,18,870,2000
Volvo,740,1991,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17,870,2000
Volvo,740,1991,regular unleaded,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
Volvo,740,1991,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,18,870,2000
Volvo,740,1991,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,20,17,870,2000
Volvo,740,1991,regular unleaded,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Volvo,740,1991,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,18,870,2000
Volvo,740,1992,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,760,1990,regular unleaded,144,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,19,15,870,2000
Volvo,760,1990,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,20,16,870,2000
Volvo,760,1990,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,20,16,870,2000
Volvo,780,1990,regular unleaded,188,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,20,16,870,2000
Volvo,780,1990,regular unleaded,144,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,19,15,870,2000
BMW,8 Series,1995,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,15,3916,4784
BMW,8 Series,1995,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,5858
BMW,8 Series,1995,regular unleaded,372,12,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,18,10,3916,8488
BMW,8 Series,1996,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,6954
BMW,8 Series,1996,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14,3916,5680
BMW,8 Series,1997,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,7624
BMW,8 Series,1997,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14,3916,6693
Audi,80,1990,regular unleaded,108,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,19,3105,2000
Audi,80,1990,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Audi,80,1991,regular unleaded,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18,3105,2000
Audi,80,1991,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Audi,80,1992,regular unleaded,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18,3105,2000
Audi,80,1992,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Volvo,850,1995,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1995,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1995,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1995,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1996,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1997,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1997,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1997,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1997,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1997,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2091
Volvo,850,1997,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
Volvo,850,1997,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Volvo,850,1997,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Toyota,86,2017,premium unleaded (recommended),205,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,28,21,2031,26255
Toyota,86,2017,premium unleaded (recommended),200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,32,24,2031,26975
Saab,9-2X,2005,premium unleaded (required),227,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,24,17,376,26950
Saab,9-2X,2005,regular unleaded,165,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,27,20,376,22990
Saab,9-2X,2006,premium unleaded (required),230,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,25,18,376,26950
Saab,9-2X,2006,regular unleaded,173,4,MANUAL,all wheel drive,4,Luxury,Compact,Wagon,26,19,376,22990
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376,28900
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,44080
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,46080
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,30,20,376,37115
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,39490
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376,34340
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,44080
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,40840
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Compact,Wagon,28,18,376,31180
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,30,20,376,32395
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,29,19,376,34340
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,29,18,376,34975
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,18,376,37115
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,MANUAL,all wheel drive,4,Luxury,Compact,Wagon,30,20,376,34975
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,29,19,376,30250
Saab,9-3 Griffin,2012,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,18,376,32395
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Compact,Wagon,33,20,376,29830
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,46080
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17,376,37810
Saab,03-Sep,2009,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15,376,51330
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19,376,38305
Saab,03-Sep,2009,premium unleaded (recommended),280,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Wagon,24,15,376,44885
Saab,03-Sep,2009,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,19,376,30360
Saab,03-Sep,2009,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,27,19,376,42130
Saab,03-Sep,2009,premium unleaded (recommended),280,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,15,376,43605
Saab,03-Sep,2009,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,29,19,376,31790
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19,376,35315
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19,376,37140
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19,376,34150
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19,376,44455
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17,376,36395
Saab,03-Sep,2009,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19,376,47345
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17,376,32395
Saab,03-Sep,2010,premium unleaded (recommended),207,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,31,21,376,28900
Saab,03-Sep,2010,premium unleaded (recommended),207,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,31,21,376,30330
Saab,03-Sep,2010,premium unleaded (recommended),207,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,29,20,376,39990
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17,376,38115
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19,376,45080
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19,376,35340
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17,376,36975
Saab,03-Sep,2010,premium unleaded (recommended),207,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19,376,37020
Saab,03-Sep,2011,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,31,21,376,28900
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17,376,38115
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17,376,32395
Saab,03-Sep,2011,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,29,20,376,39990
Saab,03-Sep,2011,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,31,21,376,30330
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19,376,37020
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19,376,35340
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17,376,36975
Saab,03-Sep,2011,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19,376,45080
Saab,9-4X,2011,premium unleaded (required),265,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,376,37250
Saab,9-4X,2011,premium unleaded (required),265,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17,376,35875
Saab,9-4X,2011,premium unleaded (required),265,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,376,33380
Saab,9-4X,2011,premium unleaded (required),265,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17,376,40245
Saab,9-4X,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,22,15,376,48010
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17,376,39400
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17,376,43270
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17,376,39650
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17,376,38380
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17,376,40765
Saab,05-Sep,2009,premium unleaded (recommended),260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17,376,42000
Saab,05-Sep,2010,premium unleaded (recommended),300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,16,376,49165
Saab,05-Sep,2011,premium unleaded (recommended),220,4,MANUAL,front wheel drive,4,Luxury,Large,Sedan,33,20,376,38525
Saab,05-Sep,2011,premium unleaded (recommended),300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,17,376,49565
Saab,05-Sep,2011,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,28,18,376,43435
Saab,05-Sep,2011,premium unleaded (recommended),300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,17,376,48030
Saab,9-7X,2007,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,20,14,376,39190
Saab,9-7X,2007,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,19,13,376,41190
Saab,9-7X,2008,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,19,13,376,42770
Saab,9-7X,2008,regular unleaded,285,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,20,14,376,40400
Saab,9-7X,2008,regular unleaded,390,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,16,12,376,46530
Saab,9-7X,2009,regular unleaded,390,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,16,12,376,49105
Saab,9-7X,2009,regular unleaded,285,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,20,14,376,42615
Saab,9-7X,2009,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,20,14,376,45345
Saab,9000,1996,regular unleaded,225,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Luxury,Performance",Midsize,4dr Hatchback,25,18,376,2000
Saab,9000,1996,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,24,16,376,2000
Saab,9000,1996,regular unleaded,170,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,25,18,376,2000
Saab,9000,1996,regular unleaded,200,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,25,18,376,2000
Saab,9000,1997,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,24,16,376,2122
Saab,9000,1997,regular unleaded,170,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,26,18,376,2000
Saab,9000,1997,regular unleaded,225,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Luxury,Performance",Midsize,4dr Hatchback,26,18,376,2145
Saab,9000,1997,regular unleaded,200,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,26,18,376,2084
Saab,9000,1997,regular unleaded,200,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,26,18,376,2063
Saab,9000,1998,regular unleaded,225,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Midsize,4dr Hatchback,25,18,376,2172
Saab,900,1996,regular unleaded,185,4,MANUAL,front wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,26,18,376,2000
Saab,900,1996,regular unleaded,185,4,MANUAL,front wheel drive,4,"Hatchback,Luxury,Performance",Compact,4dr Hatchback,23,15,376,2000
Saab,900,1996,regular unleaded,150,4,MANUAL,front wheel drive,4,"Hatchback,Luxury",Compact,4dr Hatchback,26,18,376,2000
Saab,900,1996,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,"Hatchback,Luxury",Compact,4dr Hatchback,23,17,376,2000
Saab,900,1996,regular unleaded,185,4,MANUAL,front wheel drive,2,"Luxury,Performance",Compact,Convertible,26,18,376,2000
Saab,900,1996,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,23,17,376,2000
