"","id","source","tmc","severity","start_time","end_time","distance_mi","description","number","street","side","city","county","state","country","timezone","airport_code","weather_timestamp","temperature_f","wind_chill_f","humidity_percent","pressure_in","visibility_mi","wind_direction","wind_speed_mph","precipitation_in","weather_condition","amenity","bump","crossing","give_way","junction","no_exit","railway","roundabout","station","stop","traffic_calming","traffic_signal","turning_loop","sunrise_sunset","civil_twilight","nautical_twilight","astronomical_twilight"
"679","A-3106740","Bing",NA,2,2019-11-04 16:10:00,2019-11-04 17:00:48,0,"At Mission Center Rd - Accident.",1390,"Frazee Rd","L","San Diego","San Diego","CA","US","US/Pacific","KMYF",2019-11-04 15:53:00,71,71,45,29.49,10,"NW",8,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"680","A-223980","MapQuest",201,3,2016-11-01 14:38:32,2016-11-01 15:50:00,0.01,"Left lane blocked due to accident on I-75 Northbound before Exit 61 I-70.",NA,"I-75 N","R","Vandalia","Montgomery","OH","US","US/Eastern","KDAY",2016-11-01 14:56:00,79,NA,39,30.03,10,"SW",18.4,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"681","A-2716706","Bing",NA,3,2020-05-24 12:22:26,2020-05-24 13:22:26,0,"At E-470/Northwest Pky - Accident.",NA,"I-25 S","R","Broomfield","Broomfield","CO","US","US/Mountain","KEIK",2020-05-24 12:30:00,59,59,52,24.87,10,"NW",3,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"682","A-1088419","MapQuest",246,3,2019-08-14 16:09:22,2019-08-14 18:36:46,0,"Three lanes blocked due to accident on I-64 Hampton Roads Bltwy Eastbound after Exits 284A 284B VA-403 Newtown Rd.",NA,"VA Beach Norfolk Expy E","R","Norfolk","Norfolk","VA","US","US/Eastern","KORF",2019-08-14 15:59:00,91,91,55,29.81,10,"NW",6,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"683","A-731627","MapQuest",241,2,2020-02-24 10:24:24,2020-02-24 10:52:39,0,"Lane blocked due to accident on TN-155 Briley Pkwy Westbound at I-24.",NA,"Briley Pkwy","R","Nashville","Davidson","TN","US","US/Central","KBNA",2020-02-24 10:10:00,45,37,90,29.24,3,"SSE",20,0.06,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"684","A-808288","MapQuest",241,3,2019-10-09 06:10:29,2019-10-09 07:37:38,0,"Left lane blocked and left hand shoulder blocked due to accident on I-96 Eastbound at Exits 155 155A 155B Milford Rd.",NA,"I-96 E","R","Milford","Oakland","MI","US","US/Eastern","KPTK",2019-10-09 05:53:00,46,46,93,29.18,6,"CALM",0,0,"Patches of Fog",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"685","A-1878520","MapQuest",201,2,2018-05-09 11:26:00,2018-05-09 11:55:32,0,"Restrictions due to accident on Forsyth Rd both ways at Amory Ct.",6790,"Amory Ct","L","Winter Park","Orange","FL","US","US/Eastern","KORL",2018-05-09 11:53:00,82.9,NA,47,30.12,10,"NE",10.4,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"686","A-3170282","Bing",NA,2,2019-03-25 18:49:42,2019-03-25 19:19:01,0.069,"At Covina - Accident. Lane blocked.",847,"E Arrow Hwy","L","Azusa","Los Angeles","CA","US","US/Pacific","KEMT",2019-03-25 18:45:00,66.2,NA,52,30.04,10,"SSW",9.2,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"687","A-2824033","Bing",NA,4,2020-06-13 19:16:24,2020-06-13 20:16:24,0,"At I-10/Franklin Ave/Exit 4/Exit 239 - Accident. Two lanes blocked.",3248,"Saint Roch Ave","L","New Orleans","Orleans","LA","US","US/Central","KNEW",2020-06-13 18:53:00,86,86,57,29.97,10,"SE",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"688","A-2589034","Bing",NA,2,2016-05-03 12:53:59,2016-05-03 18:53:59,0.271,"At Western Ave/Findlay St/Exit 2 - Accident.",NA,"I-75 S","R","Cincinnati","Hamilton","OH","US","US/Eastern","KLUK",2016-05-03 12:53:00,57,NA,77,29.91,6,"NW",3.5,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"689","A-2140389","MapQuest",201,3,2018-01-17 10:01:03,2018-01-17 10:30:34,0,"Accident on I-5 Southbound at Exit 30 Sorrento Valley Blvd.",NA,"San Diego Fwy S","R","San Diego","San Diego","CA","US","US/Pacific","KNKX",2018-01-17 09:55:00,70,NA,49,30.16,10,"NW",3.5,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"690","A-3321439","Bing",NA,4,2018-05-20 00:38:24,2018-05-20 06:38:24,2.532,"Closed between MD-216/Exit 35 and MD-198/Sandy Spring Rd/Exit 33 - Road closed due to accident.",NA,"I-95 S","R","Laurel","Howard","MD","US","US/Eastern","KFME",2018-05-20 00:36:00,68,NA,100,30.06,10,"SSW",4.6,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"691","A-1830649","MapQuest",201,3,2018-06-15 06:36:04,2018-06-15 07:07:00,0,"Accident on I-70 Eastbound after Exits 279A 279B I-270.",NA,"I-70 E","R","Denver","Denver","CO","US","US/Mountain","KBKF",2018-06-15 06:58:00,64.6,NA,37,29.68,10,"NNW",3.5,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"692","A-469967","MapQuest",241,3,2017-07-04 17:31:49,2017-07-04 18:31:26,0,"Lane blocked due to accident on I-85 Northbound at Exit 154 GA-63 Martin Bridge Rd.",NA,"GA-403 N","R","Commerce","Banks","GA","US","US/Eastern","K19A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"693","A-619411","MapQuest-Bing",201,2,2020-04-13 08:08:30,2020-04-13 08:55:29,0,"Right and center lane blocked due to accident on Northern Pkwy Westbound at Exits 27 27N 27S Shelter Rock Rd.",NA,"Northern State Pkwy W","R","Roslyn","Nassau","NY","US","US/Eastern","KLGA",2020-04-13 07:51:00,55,55,89,29.81,4,"S",16,0.17,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"694","A-812653","MapQuest",201,2,2019-10-10 08:26:39,2019-10-10 09:44:10,0,"Accident on Hollywood Ave at Mansfield Rd.",2480,"Hollywood Ave","R","Shreveport","Caddo","LA","US","US/Central","KSHV",2019-10-10 08:53:00,73,73,84,29.77,9,"S",6,0,"Fair",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"695","A-2792410","Bing",NA,2,2020-06-24 08:03:07,2020-06-24 08:18:07,0,"At RT-125/Ballardvale St/Exit 41 - Accident.",NA,"I-93 N","R","Wilmington","Middlesex","MA","US","US/Eastern","KBED",2020-06-24 07:51:00,73,73,84,29.53,10,"S",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"696","A-2044071","MapQuest",201,3,2018-03-30 11:34:08,2018-03-30 12:02:38,0,"Accident on I-90 Westbound at Exit 59 NY-60 Bennett Rd.",NA,"New York Trwy W","R","Dunkirk","Chautauqua","NY","US","US/Eastern","KDKK",2018-03-30 11:53:00,36,29,89,30.06,10,"West",9.2,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"697","A-3035364","Bing",NA,2,2019-12-03 07:56:00,2019-12-03 09:10:26,0,"At Lerdo Hwy - Accident.",NA,"CA-99 S","R","Bakersfield","Kern","CA","US","US/Pacific","KBFL",2019-12-03 07:54:00,50,50,83,29.6,5,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"698","A-1511144","MapQuest-Bing",201,2,2018-11-09 13:15:55,2018-11-09 13:45:30,0,"Left hand shoulder blocked and left lane blocked due to accident on US-15 Lee Hwy Northbound at Vint Hill Rd.",NA,"Vint Hill Rd","R","Warrenton","Fauquier","VA","US","US/Eastern","KHWY",2018-11-09 13:15:00,48.2,NA,88,30.02,3,"Calm",NA,0.01,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"699","A-846707","MapQuest",245,3,2019-10-27 18:19:53,2019-10-27 20:08:49,0,"Two lanes blocked due to accident on I-95 Northbound at Exit 76 FL-708 Blue Heron Blvd.",NA,"I-95 N","R","West Palm Beach","Palm Beach","FL","US","US/Eastern","KPBI",2019-10-27 18:05:00,80,80,74,29.96,10,"CALM",0,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"700","A-1496120","MapQuest",201,2,2018-11-02 09:45:42,2018-11-02 10:30:22,0,"Accident on CA-193 at American River Trl.",1350,"State Highway 193","R","Cool","El Dorado","CA","US","US/Pacific","KAUN",2018-11-02 09:35:00,68,NA,40,30.2,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"701","A-517152","MapQuest",201,3,2020-05-28 10:46:07,2020-05-28 11:45:39,0,"Accident on I-26 Eastbound after US-301 Five Chop Rd.",NA,"Five Chop Rd","R","Orangeburg","Orangeburg","SC","US","US/Eastern","KOGB",2020-05-28 10:50:00,79,79,78,29.86,10,"S",5,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"702","A-110746","MapQuest",241,3,2016-05-31 09:56:44,2016-05-31 10:40:00,0.01,"One lane blocked due to accident on I-405 Northbound before Exits 48 49A La Tijera Blvd.",NA,"I-405 N","R","Los Angeles","Los Angeles","CA","US","US/Pacific","KLAX",2016-05-31 09:53:00,63,NA,78,29.9,5,"Calm",NA,NA,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"703","A-1180013","MapQuest",241,3,2019-05-20 16:46:47,2019-05-20 18:03:24,0,"HOV lane blocked due to accident on I-215 Southbound at Exit 37 Iowa Ave.",NA,"I-215 S","R","Colton","San Bernardino","CA","US","US/Pacific","KSBD",2019-05-20 16:50:00,66,66,43,28.68,7,"W",12,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"704","A-3408774","Bing",NA,2,2017-10-17 14:58:09,2017-10-17 20:58:09,1.251,"At I-595/SR-869/Exit 19 - Accident. Left lane blocked.",NA,"I-75 S","R","Fort Lauderdale","Broward","FL","US","US/Eastern","KHWO",2017-10-17 14:53:00,88,NA,61,29.96,10,"ENE",11.5,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"705","A-191234","MapQuest",201,2,2016-08-26 09:21:01,2016-08-26 10:21:01,0,"Accident on Pearl St near US-131.",NA,"Pearl St NW","R","Grand Rapids","Kent","MI","US","US/Eastern","KGRR",2016-08-26 08:53:00,66.9,NA,87,30.14,10,"Calm",NA,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"706","A-1815086","MapQuest",201,2,2018-06-07 08:23:26,2018-06-07 08:53:16,0,"Accident on Alpine Rd at Ratto Rd.",8598,"Ratto Rd","R","Stockton","San Joaquin","CA","US","US/Pacific","KSCK",2018-06-07 07:55:00,62.1,NA,65,29.95,10,"West",12.7,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"707","A-1255407","MapQuest",201,3,2019-04-25 13:37:20,2019-04-25 14:22:09,0,"Slow lane blocked due to accident on I-605 Northbound at Exit 3 Carson St.",NA,"I-605 S","R","Long Beach","Los Angeles","CA","US","US/Pacific","KLGB",2019-04-25 13:53:00,69,69,58,29.91,10,"S",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"708","A-2398681","MapQuest",201,3,2017-09-26 19:37:15,2017-09-26 20:06:58,0,"Accident on I-95 Northbound at Exits 37A 37B I-93.",NA,"MA-128 N","R","Reading","Middlesex","MA","US","US/Eastern","KBVY",2017-09-26 19:53:00,69.1,NA,93,29.96,10,"Calm",NA,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"709","A-878040","MapQuest",201,2,2019-11-11 17:06:44,2019-11-11 18:06:25,0,"Accident on I-29 Northbound at Exit 42 IA-370.",NA,"I-29 N","R","Council Bluffs","Mills","IA","US","US/Central","KCBF",2019-11-11 17:15:00,14,0,62,29.25,10,"NNW",13,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"710","A-2452356","MapQuest",201,2,2017-08-18 07:16:38,2017-08-18 07:44:23,0,"2 left lane blocked due to accident on FL-826 Palmetto Expy Southbound around FL-91.",NA,"Ronald Reagan Tpke","R","Miami","Miami-Dade","FL","US","US/Eastern","KHWO",2017-08-18 06:53:00,82,NA,82,30.01,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"711","A-3099026","Bing",NA,2,2019-10-30 10:49:32,2019-10-30 11:18:58,0.254,"At KY-1020/Southern Pky/Exit 10 - Accident. Left lane blocked.",NA,"Southern Pkwy","R","Louisville","Jefferson","KY","US","US/Eastern","KSDF",2019-10-30 10:56:00,57,57,89,29.5,5,"NE",3,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"712","A-2201480","MapQuest",201,2,2017-12-18 07:05:43,2017-12-18 07:35:31,0,"Accident on NC-27 Albemarle Rd both ways at Reddman Rd.",5699,"Albemarle Rd","L","Charlotte","Mecklenburg","NC","US","US/Eastern","KCLT",2017-12-18 06:52:00,43,NA,86,30.16,10,"Calm",NA,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Day","Day","Day"
"713","A-3453622","Bing",NA,3,2019-05-03 10:37:29,2019-05-03 11:07:06,0.064,"At Quebec St/Exit 278 - Accident.",NA,"I-70 W","R","Denver","Denver","CO","US","US/Mountain","KBJC",2019-05-03 10:45:00,57,57,23,24.39,50,"N",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"714","A-968175","MapQuest",201,3,2019-09-09 20:49:49,2019-09-09 21:18:52,0.360000014305,"Accident on entry ramp to I-5 Northbound from WA-518 Northbound.",NA,"WA-518 E","R","Seattle","King","WA","US","US/Pacific","KSEA",2019-09-09 20:53:00,61,61,83,29.43,10,"ESE",9,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"715","A-3045331","Bing",NA,2,2019-12-10 12:50:00,2019-12-10 14:00:00,0,"Ramp to US-40 Southbound - Accident.",NA,"US-189 S","R","Park City","Summit","UT","US","US/Mountain","K36U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"716","A-2455873","MapQuest",201,2,2017-08-21 14:08:19,2017-08-21 14:37:32,0,"Accident on Michigan Rd Southbound at 71st St.",NA,"Michigan Rd","R","Indianapolis","Marion","IN","US","US/Eastern","KEYE",2017-08-21 13:53:00,88,NA,57,30.08,10,"WSW",8.1,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"717","A-2161215","MapQuest",201,2,2018-01-30 17:54:08,2018-01-30 18:38:55,0,"Accident on Anderson Rd at FL-15 Conway Rd.",3399,"S Conway Rd","R","Orlando","Orange","FL","US","US/Eastern","KORL",2018-01-30 17:53:00,53.1,NA,50,30.27,10,"ENE",11.5,NA,"Clear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"718","A-1852529","MapQuest",201,2,2018-06-27 21:00:11,2018-06-27 21:30:01,0,"Accident on Lellyett St at Obrien Ave.",5933,"Obrien Ave","L","Nashville","Davidson","TN","US","US/Central","KBNA",2018-06-27 20:53:00,78.1,NA,84,29.91,10,"SSE",6.9,NA,"Mostly Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"719","A-3327969","Bing",NA,2,2018-04-07 20:50:14,2018-04-07 21:20:14,0.306,"At GA-18/Exit 185 - Accident.",NA,"I-75 N","R","Forsyth","Monroe","GA","US","US/Eastern","KOPN",2018-04-07 20:55:00,51.8,NA,76,29.81,10,"NW",10.4,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"720","A-262227","MapQuest",245,3,2016-12-05 19:43:43,2016-12-05 20:13:19,0.01,"Two lanes blocked queueing traffic and right hand shoulder blocked due to accident on I-610 Northbound before Exits 8A 8C Westpark Dr.",NA,"I-610 N","R","Houston","Harris","TX","US","US/Central","KMCJ",2016-12-05 19:35:00,51.8,NA,94,29.74,4,"West",10.4,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"721","A-563958","MapQuest",406,3,2020-06-08 18:11:40,2020-06-08 21:26:11,1.77999997139,"Entry ramp to I-287 Northbound from Mt Airy Rd Northbound closed due to accident.",301,"Mount Airy Rd","R","Basking Ridge","Somerset","NJ","US","US/Eastern","KSMQ",2020-06-08 17:53:00,80,80,34,29.83,10,"VAR",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"722","A-2216248","MapQuest",201,3,2017-12-26 14:36:13,2017-12-26 15:19:56,0,"Right lane blocked due to accident on I-678 Van Wyck Expy Northbound after Exit 11 Park Dr.",NA,"Jewel Ave","R","Flushing","Queens","NY","US","US/Eastern","KLGA",2017-12-26 14:51:00,28,16.1,31,30.37,10,"WSW",16.1,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"723","A-1973715","MapQuest",201,3,2018-04-25 19:48:48,2018-04-25 21:03:29,0,"Accident on I-84 Westbound at Exit 37 Fienemann Rd.",NA,"Fienemann Rd","R","Farmington","Hartford","CT","US","US/Eastern","KHFD",2018-04-25 19:53:00,57,NA,93,29.71,5,"ESE",5.8,0.01,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"724","A-564294","MapQuest",201,2,2020-06-08 14:26:34,2020-06-08 16:13:14,0,"Accident on SC-90 at French Collins Rd.",798,"French Collins Rd","R","Conway","Horry","SC","US","US/Eastern","KHYW",2020-06-08 14:35:00,82,82,74,29.96,10,"SE",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"725","A-1906599","MapQuest",201,2,2018-05-22 04:36:24,2018-05-22 05:06:08,0,"Accident on Main St at Wood St.",NA,"N Main St","R","Houston","Harris","TX","US","US/Central","KMCJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"726","A-456917","MapQuest",201,3,2017-06-27 08:06:42,2017-06-27 08:36:22,0,"Accident on I-680 Southbound before Exit 47 Main St.",NA,"N Main St","R","Walnut Creek","Contra Costa","CA","US","US/Pacific","KCCR",2017-06-27 07:53:00,62.1,NA,75,29.92,10,"SSW",11.5,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"727","A-1307594","MapQuest",201,3,2019-03-27 09:15:55,2019-03-27 10:01:00,0,"Right hand shoulder blocked due to accident on I-64 Westbound after Exit 15 KY-1747 Hurstbourne Pkwy.",NA,"I-64 W","R","Louisville","Jefferson","KY","US","US/Eastern","KLOU",2019-03-27 08:53:00,34,NA,73,30.42,NA,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"728","A-3254164","Bing",NA,2,2018-10-09 08:00:31,2018-10-09 12:00:31,0.439,"At NF-200 - Accident.",NA,"Ochoco Hwy","R","Mitchell","Wheeler","OR","US","US/Pacific","KRDM",2018-10-09 07:56:00,54,NA,51,29.79,10,"West",21.9,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"729","A-3097151","Bing",NA,2,2019-10-28 09:13:00,2019-10-28 10:16:43,0,"At CA-2/Santa Monica Blvd/Exit 55A - Accident.",NA,"I-405 N","R","Los Angeles","Los Angeles","CA","US","US/Pacific","KSMO",2019-10-28 08:51:00,60,60,62,29.81,10,"CALM",0,0,"Smoke",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"730","A-3145170","Bing",NA,2,2019-09-04 08:01:16,2019-09-04 08:30:28,0.522,"At Gilman Dr/La Jolla Colony/Exit 27 - Accident.",NA,"I-5 N","R","San Diego","San Diego","CA","US","US/Pacific","KNKX",2019-09-04 07:55:00,77,77,NA,29.35,9,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"731","A-1086297","MapQuest",201,2,2019-08-13 16:59:24,2019-08-13 17:59:15,0,"Accident on Landmark Dr at Sidney Rd.",98,"Landmark Dr","L","Columbia","Lexington","SC","US","US/Eastern","KCAE",2019-08-13 16:56:00,95,95,47,29.6,10,"SE",10,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"732","A-152338","MapQuest",406,2,2016-11-25 13:38:22,2016-11-25 14:07:45,0.01,"Entry ramp closed due to incident on GA-400 Northbound at Exits 1A 1B Sidney Marcus Blvd.",NA,"Sidney Marcus Blvd NE","R","Atlanta","Fulton","GA","US","US/Eastern","KPDK",2016-11-25 13:53:00,69.1,NA,36,30.19,10,"WNW",10.4,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"733","A-1563903","MapQuest",201,2,2018-10-04 13:16:41,2018-10-04 13:46:05,0,"Accident on Willow Lawn Dr at Markel Rd.",NA,"Markel Rd","R","Richmond","Henrico","VA","US","US/Eastern","KOFP",2018-10-04 12:54:00,88,NA,55,30.03,10,"WSW",8.1,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"734","A-1034222","MapQuest",201,2,2019-07-15 19:09:10,2019-07-15 20:08:40,0,"Accident on MO-Y at Stone Gate Dr.",4661,"State Road Y","R","De Soto","Jefferson","MO","US","US/Central","KFAM",2019-07-15 18:56:00,73,73,96,28.91,5,"SSE",10,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"735","A-1656894","MapQuest",201,2,2018-09-18 06:51:42,2018-09-18 07:21:23,0,"Accident on US-42 Columbus Pike at US-23 Columbus Pike.",NA,"US-42 N","R","Delaware","Delaware","OH","US","US/Eastern","KDLZ",2018-09-18 06:55:00,59,NA,100,29.96,0.5,"Calm",NA,NA,"Fog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
